Patient_ID,Modality_Category,File_Name,File_Path,File_Size_MB,Width,Height,Depth,Spacing_X,Spacing_Y,Spacing_Z,Voxel_Volume_mm3,Data_Type,Orientation,QForm_Code,SForm_Code,Affine_Matrix,Min_Intensity,Max_Intensity,Mean_Intensity,Median_Intensity,Std_Intensity,Variance,Dynamic_Range,Contrast,Entropy,Sharpness,Edge_Strength,Noise_Estimate,SNR,FG_BG_Ratio,FG_Voxel_Count,BG_Voxel_Count
SP18,T1W,S82212_eT1W_TSE_CLEAR_20260225155723_902_i00020.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP18\S82212_eT1W_TSE_CLEAR_20260225155723_902_i00020.nii.gz,0.184,224,224,3,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, 0.0, -0.17, 82.47], [0.01, 0.7, -0.72, -137.29], [-0.03, 0.12, 4.34, -393.01], [0.0, 0.0, 0.0, 1.0]]",0.0,2315.36,645.49,579.29,360.26,129784.36,2315.36,0.5581,7.0139,0.005201,0.225472,0.0,64548785.4004,64548785.4004,149508,1020
SP18,T1W,S82212_eT1W_TSE_CLEAR_20260225155723_902_i00001.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP18\S82212_eT1W_TSE_CLEAR_20260225155723_902_i00001.nii.gz,0.432,224,224,7,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, 0.01, -0.17, 86.83], [-0.01, 0.65, 1.89, -136.0], [-0.03, -0.31, 3.97, -479.34], [0.0, 0.0, 0.0, 1.0]]",0.0,2522.12,617.8,536.51,363.46,132102.69,2522.12,0.5883,6.9601,0.0042,0.256577,0.0,61779510.498,61779510.498,349913,1319
SP18,T1W,S82212_eT1W_TSE_CLEAR_20260225155723_902_i00023.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP18\S82212_eT1W_TSE_CLEAR_20260225155723_902_i00023.nii.gz,0.182,224,224,3,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, 0.0, -0.17, 82.44], [0.01, 0.71, -0.62, -140.73], [-0.03, 0.1, 4.35, -358.45], [0.0, 0.0, 0.0, 1.0]]",0.0,2304.67,598.31,550.77,337.8,114105.84,2304.67,0.5646,6.9079,0.004975,0.225745,0.0,59830926.5137,59830926.5137,149576,952
SP17,T1W,S82170_eT1W_TSE_20260221100326_403.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP17\S82170_eT1W_TSE_20260221100326_403.nii.gz,3.597,640,640,15,0.584,0.584,4.4,1.503,int16,PSR,1,1,"[[-0.0, 0.0, 4.4, -37.39], [-0.58, 0.0, -0.0, 138.17], [0.0, 0.58, -0.03, -238.58], [0.0, 0.0, 0.0, 1.0]]",0.0,2320.87,437.35,335.31,404.48,163608.06,2320.87,0.9249,6.7458,0.000749,0.08638,0.0,43734909.0576,43734909.0576,2795280,3348720
SP17,T1W_GADO,S82170_T1W_TSE_POST_20260221100326_1001.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP17\S82170_T1W_TSE_POST_20260221100326_1001.nii.gz,0.986,352,352,13,1.0,1.0,5.5,5.5,int16,LSP,1,1,"[[-1.0, -0.01, 0.04, 169.18], [-0.01, -0.09, -5.48, 9.87], [-0.01, 1.0, -0.51, -550.65], [0.0, 0.0, 0.0, 1.0]]",0.0,7171.26,668.22,570.71,394.72,155802.55,7171.26,0.5907,5.5585,0.001261,0.067622,0.0,66822167.9687,66822167.9687,732156,878596
SP18,T2W,S82212_eT2W_TSE_DRIVE_HR_20260225155723_702_i00020.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP18\S82212_eT2W_TSE_DRIVE_HR_20260225155723_702_i00020.nii.gz,0.256,288,288,3,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, 0.0, -0.17, 82.55], [0.01, 0.55, -0.72, -137.37], [-0.02, 0.09, 4.34, -393.02], [0.0, 0.0, 0.0, 1.0]]",0.0,3056.87,677.66,595.49,543.86,295786.97,3056.87,0.8026,7.0303,0.008167,0.248498,0.0,67766033.9355,67766033.9355,246009,2823
SP18,T2W,S82212_eT2W_TSE_DRIVE_HR_20260225155723_702_i00012.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP18\S82212_eT2W_TSE_DRIVE_HR_20260225155723_702_i00012.nii.gz,0.346,288,288,4,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, 0.0, -0.17, 85.1], [0.0, 0.55, 0.24, -129.94], [-0.02, -0.03, 4.39, -443.88], [0.0, 0.0, 0.0, 1.0]]",0.0,3202.44,748.94,681.51,587.77,345472.72,3202.44,0.7848,7.0498,0.007371,0.256605,0.0,74894348.1445,74894348.1445,329801,1975
SP17,T1W_GADO,S82170_T1W_TSE_POST_20260221100326_801.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP17\S82170_T1W_TSE_POST_20260221100326_801.nii.gz,0.959,352,352,13,1.0,1.0,4.4,4.4,int16,PSR,1,1,"[[0.01, -0.01, 4.4, -30.17], [-1.0, -0.01, 0.04, 131.61], [-0.01, 1.0, 0.06, -562.46], [0.0, 0.0, 0.0, 1.0]]",0.0,5364.38,406.72,362.13,246.44,60732.67,5364.38,0.6059,5.3874,0.002693,0.092155,0.0,40672125.2441,40672125.2441,731641,879111
SP18,T2W,S82212_eT2W_TSE_DRIVE_HR_20260225155723_702_i00008.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP18\S82212_eT2W_TSE_DRIVE_HR_20260225155723_702_i00008.nii.gz,0.345,288,288,4,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, 0.0, -0.17, 85.12], [-0.0, 0.55, 0.81, -131.6], [-0.02, -0.1, 4.32, -465.88], [0.0, 0.0, 0.0, 1.0]]",0.0,3070.1,692.03,588.88,552.63,305400.06,3070.1,0.7986,6.9887,0.007968,0.26458,0.0,69202661.1328,69202661.1328,329474,2302
SP18,T2W,S82212_eT2W_TSE_DRIVE_HR_20260225155723_702_i00016.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP18\S82212_eT2W_TSE_DRIVE_HR_20260225155723_702_i00016.nii.gz,0.344,288,288,4,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, 0.0, -0.17, 85.11], [0.0, 0.55, -0.34, -133.61], [-0.02, 0.04, 4.38, -422.08], [0.0, 0.0, 0.0, 1.0]]",0.0,2964.24,719.89,674.89,568.85,323592.16,2964.24,0.7902,7.0945,0.008849,0.262935,0.0,71989233.3984,71989233.3984,329545,2231
SP18,T2W,S82212_eT2W_TSE_DRIVE_HR_20260225155723_702_i00023.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP18\S82212_eT2W_TSE_DRIVE_HR_20260225155723_702_i00023.nii.gz,0.252,288,288,3,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, 0.0, -0.17, 82.51], [0.01, 0.55, -0.62, -140.81], [-0.02, 0.08, 4.35, -358.46], [0.0, 0.0, 0.0, 1.0]]",0.0,2673.11,634.44,588.88,489.01,239130.25,2673.11,0.7708,7.0883,0.009499,0.283024,0.0,63444299.3164,63444299.3164,246282,2550
SP19,T1W,S82213_eT1W_TSE_CLEAR_20260225151424_702_i00006.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP19\S82213_eT1W_TSE_CLEAR_20260225151424_702_i00006.nii.gz,0.244,224,224,4,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, -0.01, 0.1, 62.57], [-0.01, 0.7, 0.71, -142.75], [0.02, -0.12, 4.34, -428.03], [0.0, 0.0, 0.0, 1.0]]",0.0,1995.32,629.73,504.86,399.78,159824.62,1995.32,0.6348,7.1678,0.007072,0.2697,0.0,62973114.0137,62973114.0137,199711,993
SP18,T2W,S82212_eT2W_TSE_DRIVE_HR_20260225155723_702_i00001.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP18\S82212_eT2W_TSE_DRIVE_HR_20260225155723_702_i00001.nii.gz,0.604,288,288,7,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, 0.01, -0.17, 86.91], [-0.0, 0.5, 1.89, -136.08], [-0.02, -0.24, 3.97, -479.31], [0.0, 0.0, 0.0, 1.0]]",0.0,2726.04,717.91,582.26,575.38,331062.91,2726.04,0.8015,7.1933,0.010013,0.311599,0.0,71791406.25,71791406.25,577497,3111
SP19,T1W,S82213_eT1W_TSE_CLEAR_20260225151424_702_i00010.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP19\S82213_eT1W_TSE_CLEAR_20260225151424_702_i00010.nii.gz,0.249,224,224,4,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, -0.01, 0.14, 63.13], [-0.01, 0.71, 0.12, -137.38], [0.02, -0.02, 4.4, -408.41], [0.0, 0.0, 0.0, 1.0]]",0.0,2169.35,684.12,591.02,416.31,173311.44,2169.35,0.6085,7.3303,0.007945,0.27454,0.0,68412377.9297,68412377.9297,199938,766
SP19,T1W,S82213_eT1W_TSE_CLEAR_20260225151424_702_i00001.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP19\S82213_eT1W_TSE_CLEAR_20260225151424_702_i00001.nii.gz,0.312,224,224,5,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, -0.0, 0.02, 62.77], [0.0, 0.64, 1.89, -138.17], [0.0, -0.31, 3.97, -435.66], [0.0, 0.0, 0.0, 1.0]]",0.0,2210.71,678.78,609.97,373.05,139169.78,2210.71,0.5496,7.2375,0.00566,0.260368,0.0,67877947.998,67877947.998,249874,1006
SP19,T1W,S82213_eT1W_TSE_CLEAR_20260225151424_702_i00026.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP19\S82213_eT1W_TSE_CLEAR_20260225151424_702_i00026.nii.gz,0.226,224,224,4,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, -0.01, 0.05, 68.06], [-0.01, 0.71, -0.31, -151.44], [0.01, 0.05, 4.39, -288.23], [0.0, 0.0, 0.0, 1.0]]",0.0,1972.92,498.38,448.0,318.11,101197.02,1972.92,0.6383,6.5805,0.005618,0.202852,0.0,49838250.7324,49838250.7324,198483,2221
SP19,T2W,S82213_eT2W_TSE_DRIVE_HR_20260225151424_602_i00006.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP19\S82213_eT2W_TSE_DRIVE_HR_20260225151424_602_i00006.nii.gz,0.353,288,288,4,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, -0.01, 0.1, 62.65], [-0.01, 0.55, 0.71, -142.83], [0.01, -0.09, 4.34, -428.02], [0.0, 0.0, 0.0, 1.0]]",0.0,2614.86,614.55,481.21,500.13,250133.33,2614.86,0.8138,7.0074,0.010123,0.262479,0.0,61455395.5078,61455395.5078,326970,4806
SP19,T2W,S82213_eT2W_TSE_DRIVE_HR_20260225151424_602_i00010.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP19\S82213_eT2W_TSE_DRIVE_HR_20260225151424_602_i00010.nii.gz,0.36,288,288,4,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, -0.01, 0.14, 63.21], [-0.01, 0.56, 0.12, -137.46], [0.02, -0.02, 4.4, -408.41], [0.0, 0.0, 0.0, 1.0]]",0.0,2537.68,639.54,558.38,493.65,243686.02,2537.68,0.7719,7.1269,0.012358,0.288051,0.0,63954095.459,63954095.459,330278,1498
SP19,T1W,S82213_eT1W_TSE_CLEAR_20260225151424_702_i00014.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP19\S82213_eT1W_TSE_CLEAR_20260225151424_702_i00014.nii.gz,0.728,224,224,12,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, -0.01, 0.14, 61.73], [-0.01, 0.71, -0.13, -141.44], [0.02, 0.02, 4.4, -378.65], [0.0, 0.0, 0.0, 1.0]]",0.0,2510.52,618.28,525.54,384.27,147662.8,2510.52,0.6215,6.8074,0.007082,0.232864,0.0,61827954.1016,61827954.1016,598711,3401
SP19,T2W,S82213_eT2W_TSE_DRIVE_HR_20260225151424_602_i00001.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP19\S82213_eT2W_TSE_DRIVE_HR_20260225151424_602_i00001.nii.gz,0.455,288,288,5,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, -0.0, 0.02, 62.84], [0.0, 0.5, 1.89, -138.25], [0.0, -0.24, 3.97, -435.63], [0.0, 0.0, 0.0, 1.0]]",0.0,2560.38,676.99,631.02,476.37,226930.27,2560.38,0.7037,7.1928,0.008546,0.263443,0.0,67699224.8535,67699224.8535,414065,655
SP19,T2W,S82213_eT2W_TSE_DRIVE_HR_20260225151424_602_i00026.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP19\S82213_eT2W_TSE_DRIVE_HR_20260225151424_602_i00026.nii.gz,0.324,288,288,4,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, -0.0, 0.05, 68.14], [-0.01, 0.55, -0.31, -151.52], [0.01, 0.04, 4.39, -288.24], [0.0, 0.0, 0.0, 1.0]]",0.0,1747.78,432.93,322.32,348.13,121192.56,1747.78,0.8041,7.1249,0.011317,0.277698,0.0,43292651.3672,43292651.3672,322415,9361
SP19,T2W,S82213_eT2W_TSE_DRIVE_HR_20260225151424_602_i00014.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP19\S82213_eT2W_TSE_DRIVE_HR_20260225151424_602_i00014.nii.gz,1.053,288,288,12,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, -0.01, 0.14, 61.81], [-0.01, 0.56, -0.13, -141.52], [0.02, 0.02, 4.4, -378.65], [0.0, 0.0, 0.0, 1.0]]",0.0,2428.73,571.57,517.52,441.64,195046.33,2428.73,0.7727,7.1301,0.014601,0.297252,0.0,57156823.7305,57156823.7305,984665,10663
SP12,STIR,S82031_STIR_TSE_20260305090906_601a.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP12\S82031_STIR_TSE_20260305090906_601a.nii.gz,4.359,768,768,15,0.455,0.455,4.4,0.909,int16,PSR,1,1,"[[-0.0, -0.0, 4.4, -32.04], [-0.45, -0.0, -0.01, 131.58], [-0.0, 0.45, 0.03, -654.23], [0.0, 0.0, 0.0, 1.0]]",0.0,2823.01,420.43,361.82,252.61,63812.58,2823.01,0.6008,6.1796,0.001004,0.093484,0.0,42042929.0771,42042929.0771,4054976,4792384
SP12,STIR,S82031_STIR_TSE_20260305090906_601.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP12\S82031_STIR_TSE_20260305090906_601.nii.gz,4.359,768,768,15,0.455,0.455,4.4,0.909,int16,PSR,1,1,"[[-0.0, -0.0, 4.4, -32.04], [-0.45, -0.0, -0.01, 131.58], [-0.0, 0.45, 0.03, -654.23], [0.0, 0.0, 0.0, 1.0]]",0.0,2823.01,420.43,361.82,252.61,63812.58,2823.01,0.6008,6.1796,0.001004,0.093484,0.0,42042929.0771,42042929.0771,4054976,4792384
SP15,T2W,S82041_SC_MobiView_eT2W_TSE_20260306093302_305.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP15\S82041_SC_MobiView_eT2W_TSE_20260306093302_305.nii.gz,4.925,512,969,15,0.726,0.726,4.398,2.317,int16,PSR,1,1,"[[-0.0, 0.02, 4.4, -43.82], [-0.73, -0.0, -0.02, 141.28], [0.0, 0.73, -0.13, -592.69], [0.0, 0.0, 0.0, 1.0]]",0.0,3560.26,589.82,297.28,459.17,210837.98,3560.26,0.7785,4.1667,0.003181,0.102033,0.0,58982122.8027,58982122.8027,7431885,10035
SP19,T1W,S82213_T1W_TSE_sag_20260225151424_501.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP19\S82213_T1W_TSE_sag_20260225151424_501.nii.gz,1.943,448,448,14,0.789,0.789,3.85,2.4,int16,PSR,1,1,"[[-0.01, 0.03, 3.85, -45.71], [-0.79, 0.01, -0.03, 122.97], [0.02, 0.79, -0.12, -585.13], [0.0, 0.0, 0.0, 1.0]]",0.0,2264.37,697.78,630.77,445.49,198463.38,2264.37,0.6384,7.4391,0.003733,0.152062,0.0,69777899.1699,69777899.1699,1428073,1381783
SP15,T1W,S82041_MobiView_eT1W_TSE_20260306093302_405.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP15\S82041_MobiView_eT1W_TSE_20260306093302_405.nii.gz,6.168,585,1100,15,0.643,0.643,4.398,1.818,int16,PSR,1,1,"[[-0.0, 0.02, 4.4, -43.95], [-0.64, -0.0, -0.02, 143.87], [0.0, 0.64, -0.13, -597.23], [0.0, 0.0, 0.0, 1.0]]",0.0,3738.19,592.63,312.14,427.83,183040.31,3738.19,0.7219,4.0297,0.002247,0.079372,0.0,59263232.4219,59263232.4219,9571635,80865
SP18,T1W,S82212_T1W_TSE_sag_20260225155723_501.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP18\S82212_T1W_TSE_sag_20260225155723_501.nii.gz,2.161,512,512,14,0.789,0.789,3.85,2.4,int16,PSR,1,1,"[[-0.0, -0.02, 3.85, -12.21], [-0.79, -0.01, -0.01, 151.32], [-0.01, 0.79, 0.1, -628.35], [0.0, 0.0, 0.0, 1.0]]",0.0,2170.97,663.91,607.69,409.97,168076.66,2170.97,0.6175,7.3428,0.002808,0.130587,0.0,66391363.5254,66391363.5254,1629501,2040515
SP19,Survey,S82213_MobiView_SURVEY_SAG_20260225151424_202.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP19\S82213_MobiView_SURVEY_SAG_20260225151424_202.nii.gz,2.087,528,1017,5,0.758,0.758,8.997,5.164,int16,PSR,1,1,"[[-0.0, 0.02, 8.99, -37.92], [-0.76, 0.01, -0.01, 148.5], [0.01, 0.76, -0.22, -596.4], [0.0, 0.0, 0.0, 1.0]]",0.0,2771.27,519.22,312.46,401.89,161519.16,2771.27,0.774,4.9792,0.00217,0.090235,0.0,51922045.8984,51922045.8984,2681415,3465
SP18,STIR,S82212_eSTIR_TSE_20260225155723_602.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP18\S82212_eSTIR_TSE_20260225155723_602.nii.gz,3.858,704,704,15,0.471,0.471,4.4,0.974,int16,PSR,1,1,"[[0.0, -0.01, 4.4, -21.1], [-0.47, -0.01, 0.01, 117.18], [-0.01, 0.47, 0.1, -621.74], [0.0, 0.0, 0.0, 1.0]]",0.0,2932.73,487.4,457.05,276.75,76592.24,2932.73,0.5678,6.3639,0.001008,0.097671,0.0,48740054.3213,48740054.3213,3551562,3882678
SP17,T2W,S82170_SC_MobiView_eT2W_TSE_20260221100326_305.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP17\S82170_SC_MobiView_eT2W_TSE_20260221100326_305.nii.gz,4.93,512,970,15,0.726,0.726,4.4,2.318,int16,PSR,1,1,"[[-0.0, 0.01, 4.4, -42.31], [-0.73, -0.0, -0.0, 136.91], [0.0, 0.73, -0.07, -569.41], [0.0, 0.0, 0.0, 1.0]]",0.0,3366.2,587.52,280.24,491.67,241739.97,3366.2,0.8369,4.124,0.0035,0.106927,0.0,58751525.8789,58751525.8789,7439565,10035
SP19,T2W,S82213_eT2W_TSE_CLEAR_20260225151424_402.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP19\S82213_eT2W_TSE_CLEAR_20260225151424_402.nii.gz,5.694,800,800,14,0.437,0.437,3.85,0.735,int16,PSR,1,1,"[[-0.0, 0.01, 3.85, -45.66], [-0.44, 0.01, -0.03, 121.09], [0.01, 0.44, -0.12, -583.18], [0.0, 0.0, 0.0, 1.0]]",0.0,3396.61,647.76,530.93,495.01,245037.41,3396.61,0.7642,6.9516,0.000407,0.100061,0.0,64775842.2852,64775842.2852,4593063,4366937
SP17,T1W,S82170_MobiView_eT1W_TSE_20260221100326_405.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP17\S82170_MobiView_eT1W_TSE_20260221100326_405.nii.gz,7.472,643,1216,15,0.584,0.584,4.4,1.503,int16,PSR,1,1,"[[-0.0, 0.0, 4.4, -39.59], [-0.58, 0.0, -0.0, 139.34], [0.0, 0.58, -0.03, -575.2], [0.0, 0.0, 0.0, 1.0]]",0.0,3077.72,546.28,256.22,460.58,212135.69,3077.72,0.8431,4.0893,0.00193,0.082792,0.0,54627935.791,54627935.791,11689935,38385
SP18,T2W,S82212_eT2W_TSE_CLEAR_20260225155723_402.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Pathological Spine MRI Datasets\SP18\S82212_eT2W_TSE_CLEAR_20260225155723_402.nii.gz,6.865,960,960,14,0.413,0.413,3.85,0.656,int16,PSR,1,1,"[[-0.0, -0.01, 3.85, -12.32], [-0.41, -0.0, -0.01, 147.53], [-0.0, 0.41, 0.1, -624.65], [0.0, 0.0, 0.0, 1.0]]",0.0,3296.7,627.39,558.23,475.83,226416.64,3296.7,0.7584,6.8611,0.000377,0.08379,0.0,62738867.1875,62738867.1875,5779503,7122897
