Patient_ID,Modality_Category,File_Name,File_Path,File_Size_MB,Width,Height,Depth,Spacing_X,Spacing_Y,Spacing_Z,Voxel_Volume_mm3,Data_Type,Orientation,QForm_Code,SForm_Code,Affine_Matrix,Min_Intensity,Max_Intensity,Mean_Intensity,Median_Intensity,Std_Intensity,Variance,Dynamic_Range,Contrast,Entropy,Sharpness,Edge_Strength,Noise_Estimate,SNR,FG_BG_Ratio,FG_Voxel_Count,BG_Voxel_Count
SP2,T1W,S82020_eT1W_TSE_CLEAR_20260303133117_702_i00001.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_eT1W_TSE_CLEAR_20260303133117_702_i00001.nii.gz,0.184,224,224,3,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, 0.0, -0.13, 80.28], [-0.01, 0.65, 1.81, -134.42], [-0.02, -0.29, 4.01, -411.42], [0.0, 0.0, 0.0, 1.0]]",0.0,2337.93,756.77,639.77,429.75,184682.27,2337.93,0.5679,7.2137,0.00538,0.247381,0.0,75677191.1621,75677191.1621,150183,345
SP2,T1W,S82020_eT1W_TSE_CLEAR_20260303133117_702_i00004.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_eT1W_TSE_CLEAR_20260303133117_702_i00004.nii.gz,0.246,224,224,4,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, 0.0, -0.14, 80.51], [-0.0, 0.7, 0.93, -129.76], [-0.02, -0.15, 4.3, -404.99], [0.0, 0.0, 0.0, 1.0]]",0.0,1976.58,761.79,697.03,411.57,169390.31,1976.58,0.5403,7.4985,0.007088,0.289633,0.0,76178814.6973,76178814.6973,200401,303
SP2,T1W,S82020_eT1W_TSE_CLEAR_20260303133117_702_i00008.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_eT1W_TSE_CLEAR_20260303133117_702_i00008.nii.gz,0.245,224,224,4,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, 0.0, -0.15, 80.29], [0.0, 0.71, 0.08, -126.43], [-0.02, -0.01, 4.4, -391.19], [0.0, 0.0, 0.0, 1.0]]",0.0,2055.56,684.76,586.46,395.69,156572.33,2055.56,0.5779,7.3656,0.006874,0.267174,0.0,68475964.3555,68475964.3555,200485,219
SP2,T1W,S82020_eT1W_TSE_CLEAR_20260303133117_702_i00012.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_eT1W_TSE_CLEAR_20260303133117_702_i00012.nii.gz,0.184,224,224,3,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, 0.0, -0.19, 80.32], [0.0, 0.71, -0.35, -130.15], [-0.03, 0.06, 4.38, -366.01], [0.0, 0.0, 0.0, 1.0]]",0.0,2284.62,645.21,541.04,418.16,174861.38,2284.62,0.6481,7.1977,0.006131,0.23124,0.0,64520666.5039,64520666.5039,149802,726
SP2,T1W,S82020_eT1W_TSE_CLEAR_20260303133117_702_i00015.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_eT1W_TSE_CLEAR_20260303133117_702_i00015.nii.gz,0.179,224,224,3,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, 0.0, -0.19, 78.1], [0.01, 0.71, -0.63, -135.26], [-0.03, 0.1, 4.35, -339.83], [0.0, 0.0, 0.0, 1.0]]",0.0,2097.03,584.72,531.17,369.22,136321.89,2097.03,0.6314,6.9871,0.006922,0.240492,0.0,58472326.6602,58472326.6602,149914,614
SP2,T1W,S82020_eT1W_TSE_CLEAR_20260303133117_702_i00018.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_eT1W_TSE_CLEAR_20260303133117_702_i00018.nii.gz,0.117,224,224,2,0.714,0.714,4.4,2.245,int16,LAS,1,1,"[[-0.71, 0.0, -0.19, 75.52], [0.01, 0.71, -0.67, -142.75], [-0.03, 0.11, 4.35, -306.49], [0.0, 0.0, 0.0, 1.0]]",0.0,2118.75,568.52,503.52,373.52,139519.64,2118.75,0.657,6.8419,0.007191,0.226632,0.0,56851837.1582,56851837.1582,99958,394
SP2,T2W,S82020_eT2W_TSE_DRIVE_HR_20260303133117_602_i00001.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_eT2W_TSE_DRIVE_HR_20260303133117_602_i00001.nii.gz,0.273,288,288,3,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, 0.0, -0.13, 80.36], [-0.01, 0.51, 1.81, -134.49], [-0.02, -0.23, 4.01, -411.39], [0.0, 0.0, 0.0, 1.0]]",0.0,2406.17,888.3,843.54,625.33,391039.91,2406.17,0.704,7.5065,0.007107,0.304544,0.0,88830352.7832,88830352.7832,247517,1315
SP2,T2W,S82020_eT2W_TSE_DRIVE_HR_20260303133117_602_i00004.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_eT2W_TSE_DRIVE_HR_20260303133117_602_i00004.nii.gz,0.363,288,288,4,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, 0.0, -0.14, 80.59], [-0.0, 0.54, 0.93, -129.83], [-0.02, -0.12, 4.3, -404.97], [0.0, 0.0, 0.0, 1.0]]",0.0,2807.2,895.42,912.69,612.26,374863.12,2807.2,0.6838,7.2133,0.0073,0.299557,0.0,89541601.5625,89541601.5625,330864,912
SP2,T2W,S82020_eT2W_TSE_DRIVE_HR_20260303133117_602_i00012.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_eT2W_TSE_DRIVE_HR_20260303133117_602_i00012.nii.gz,0.272,288,288,3,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, 0.0, -0.19, 80.4], [0.0, 0.55, -0.35, -130.23], [-0.02, 0.04, 4.38, -366.02], [0.0, 0.0, 0.0, 1.0]]",0.0,2719.62,746.67,622.29,590.79,349032.5,2719.62,0.7912,7.3207,0.007268,0.277303,0.0,74667358.3984,74667358.3984,246890,1942
SP2,T2W,S82020_eT2W_TSE_DRIVE_HR_20260303133117_602_i00008.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_eT2W_TSE_DRIVE_HR_20260303133117_602_i00008.nii.gz,0.363,288,288,4,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, 0.0, -0.15, 80.37], [0.0, 0.56, 0.08, -126.51], [-0.02, -0.01, 4.4, -391.19], [0.0, 0.0, 0.0, 1.0]]",0.0,2664.3,808.27,719.09,598.7,358436.16,2664.3,0.7407,7.314,0.007466,0.293264,0.0,80827429.1992,80827429.1992,330271,1505
SP2,T2W,S82020_eT2W_TSE_DRIVE_HR_20260303133117_602_i00018.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_eT2W_TSE_DRIVE_HR_20260303133117_602_i00018.nii.gz,0.173,288,288,2,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, 0.0, -0.19, 75.59], [0.0, 0.55, -0.67, -142.83], [-0.02, 0.08, 4.35, -306.5], [0.0, 0.0, 0.0, 1.0]]",0.0,2880.95,632.76,553.14,479.7,230113.33,2880.95,0.7581,6.9543,0.006895,0.253407,0.0,63276013.1836,63276013.1836,164122,1766
SP2,T2W,S82020_eT2W_TSE_DRIVE_HR_20260303133117_602_i00015.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_eT2W_TSE_DRIVE_HR_20260303133117_602_i00015.nii.gz,0.266,288,288,3,0.556,0.556,4.4,1.358,int16,LAS,1,1,"[[-0.56, 0.0, -0.19, 78.18], [0.0, 0.55, -0.63, -135.34], [-0.02, 0.08, 4.35, -339.84], [0.0, 0.0, 0.0, 1.0]]",0.0,2894.78,689.45,649.94,513.13,263299.91,2894.78,0.7443,7.0803,0.00802,0.2881,0.0,68944873.0469,68944873.0469,245859,2973
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_702_i00007.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_702_i00007.nii.gz,0.079,256,256,1,0.781,0.781,4.4,2.686,int16,LAS,1,1,"[[-0.78, -0.02, -0.04, 92.07], [-0.02, 0.73, 1.61, -125.57], [-0.0, -0.29, 4.09, -395.5], [0.0, 0.0, 0.0, 1.0]]",0.0,2646.34,681.76,593.51,504.58,254598.12,2646.34,0.7401,7.2483,0.005185,0.216396,0.0,68176135.2539,68176135.2539,64750,786
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_702_i00001.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_702_i00001.nii.gz,0.162,256,256,2,0.781,0.781,13.2,8.057,int16,LSP,1,1,"[[-0.78, 0.02, 0.16, 87.9], [-0.02, -0.54, -9.5, 29.98], [0.01, 0.56, -9.17, -517.4], [0.0, 0.0, 0.0, 1.0]]",0.0,2408.93,848.58,807.63,469.88,220791.05,2408.93,0.5537,7.4567,0.007879,0.263477,0.0,84858496.0938,84858496.0938,130005,1067
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_702_i00010.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_702_i00010.nii.gz,0.077,256,256,1,0.781,0.781,4.4,2.686,int16,LAS,1,1,"[[-0.78, -0.01, -0.04, 90.1], [-0.02, 0.77, 0.72, -126.33], [-0.01, -0.13, 4.34, -386.93], [0.0, 0.0, 0.0, 1.0]]",0.0,2162.22,723.02,619.11,558.83,312294.19,2162.22,0.7729,7.3899,0.011143,0.261268,0.0,72301873.7793,72301873.7793,65229,307
SP2,T1W,S82020_T1W_TSE_sag_20260303133117_501.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_T1W_TSE_sag_20260303133117_501.nii.gz,1.918,448,448,14,0.789,0.789,3.85,2.4,int16,PSR,1,1,"[[0.0, -0.02, 3.85, -18.76], [-0.79, 0.0, 0.0, 122.73], [0.0, 0.79, 0.12, -573.0], [0.0, 0.0, 0.0, 1.0]]",0.0,2295.73,720.7,649.58,429.98,184878.5,2295.73,0.5966,7.299,0.002955,0.149041,0.0,72069891.3574,72069891.3574,1423791,1386065
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_702_i00013.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_702_i00013.nii.gz,0.076,256,256,1,0.781,0.781,4.4,2.686,int16,LAS,1,1,"[[-0.78, -0.01, -0.04, 90.78], [-0.01, 0.78, -0.38, -130.14], [-0.01, 0.07, 4.38, -381.71], [0.0, 0.0, 0.0, 1.0]]",0.0,2308.85,682.22,591.18,550.16,302674.41,2308.85,0.8064,7.2217,0.00964,0.236765,0.0,68222009.2773,68222009.2773,64971,565
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_702_i00016.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_702_i00016.nii.gz,0.078,256,256,1,0.781,0.781,4.4,2.686,int16,LAS,1,1,"[[-0.78, -0.01, -0.05, 88.92], [-0.01, 0.76, -1.02, -133.61], [-0.01, 0.18, 4.28, -367.23], [0.0, 0.0, 0.0, 1.0]]",0.0,2516.0,723.82,628.42,574.94,330560.56,2516.0,0.7943,7.3102,0.00945,0.257404,0.0,72381799.3164,72381799.3164,64657,879
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_702_i00025.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_702_i00025.nii.gz,0.075,256,256,1,0.781,0.781,4.4,2.686,int16,LAS,1,1,"[[-0.78, -0.01, -0.05, 89.84], [-0.01, 0.76, -0.99, -156.11], [-0.01, 0.18, 4.29, -311.64], [0.0, 0.0, 0.0, 1.0]]",0.0,2737.11,685.71,630.75,497.93,247938.34,2737.11,0.7262,6.8218,0.00871,0.223313,0.0,68570996.0938,68570996.0938,64090,1446
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_702_i00019.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_702_i00019.nii.gz,0.158,256,256,2,0.781,0.781,13.2,8.057,int16,LAS,1,1,"[[-0.78, -0.01, -0.15, 89.89], [-0.01, 0.75, -3.66, -142.38], [-0.01, 0.22, 12.68, -346.89], [0.0, 0.0, 0.0, 1.0]]",0.0,3097.87,761.21,663.33,577.2,333160.97,3097.87,0.7583,7.035,0.007971,0.235275,0.0,76121020.5078,76121020.5078,129638,1434
SP3,SPAIR,S82021_eeT2_SPAIR_cor_20260303142846_502.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eeT2_SPAIR_cor_20260303142846_502.nii.gz,2.99,432,432,17,0.694,0.694,5.0,2.411,int16,LSP,1,1,"[[-0.69, -0.01, 0.04, 149.25], [-0.01, -0.01, -5.0, 3.14], [-0.01, 0.69, -0.05, -556.06], [0.0, 0.0, 0.0, 1.0]]",0.0,2588.94,343.72,264.18,246.19,60608.0,2588.94,0.7162,5.8904,0.001693,0.155537,0.0,34372369.3848,34372369.3848,2731639,440969
SP2,Survey,S82020_MobiView_SURVEY_SAG_20260303133117_202.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP2\S82020_MobiView_SURVEY_SAG_20260303133117_202.nii.gz,2.101,528,1017,5,0.758,0.758,9.0,5.165,int16,PSR,1,1,"[[0.0, -0.01, 9.0, -19.61], [-0.76, 0.01, 0.01, 148.56], [0.01, 0.76, 0.08, -595.36], [0.0, 0.0, 0.0, 1.0]]",0.0,2702.95,521.31,283.81,421.94,178036.94,2702.95,0.8094,4.9561,0.002158,0.091134,0.0,52131011.9629,52131011.9629,2681415,3465
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_802_i00006.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_802_i00006.nii.gz,0.236,256,256,3,0.781,0.781,4.4,2.686,int16,LAS,1,1,"[[-0.78, -0.02, -0.04, 92.11], [-0.02, 0.73, 1.61, -127.18], [-0.0, -0.29, 4.09, -399.59], [0.0, 0.0, 0.0, 1.0]]",0.0,2063.54,655.18,617.97,447.9,200610.64,2063.54,0.6836,7.2938,0.002345,0.210216,0.0,65518200.6836,65518200.6836,194923,1685
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_802_i00012.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_802_i00012.nii.gz,0.224,256,256,3,0.781,0.781,4.4,2.686,int16,LAS,1,1,"[[-0.78, -0.01, -0.04, 90.83], [-0.01, 0.78, -0.38, -129.75], [-0.01, 0.07, 4.38, -386.09], [0.0, 0.0, 0.0, 1.0]]",0.0,1964.17,574.64,536.3,449.52,202065.5,1964.17,0.7823,7.0196,0.002807,0.20125,0.0,57464178.4668,57464178.4668,192845,3763
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_802_i00009.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_802_i00009.nii.gz,0.23,256,256,3,0.781,0.781,4.4,2.686,int16,LAS,1,1,"[[-0.78, -0.01, -0.04, 90.14], [-0.02, 0.77, 0.72, -127.05], [-0.01, -0.13, 4.34, -391.27], [0.0, 0.0, 0.0, 1.0]]",0.0,2138.4,622.23,558.08,476.41,226963.69,2138.4,0.7656,7.094,0.002649,0.201343,0.0,62223022.4609,62223022.4609,194066,2542
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_802_i00001.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_802_i00001.nii.gz,0.4,256,256,5,0.781,0.781,4.4,2.686,int16,LAS,1,1,"[[-0.78, -0.02, -0.05, 93.09], [-0.02, 0.66, 2.35, -139.7], [0.0, -0.42, 3.72, -414.83], [0.0, 0.0, 0.0, 1.0]]",0.0,2281.32,693.34,661.53,416.45,173427.38,2281.32,0.6006,7.149,0.002806,0.216634,0.0,69334082.0312,69334082.0312,319719,7961
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_802_i00015.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_802_i00015.nii.gz,0.233,256,256,3,0.781,0.781,4.4,2.686,int16,LAS,1,1,"[[-0.78, -0.01, -0.05, 88.96], [-0.01, 0.76, -1.02, -132.59], [-0.01, 0.18, 4.28, -371.51], [0.0, 0.0, 0.0, 1.0]]",0.0,2153.37,582.5,524.05,453.2,205392.66,2153.37,0.778,7.0794,0.002797,0.220445,0.0,58249804.6875,58249804.6875,192823,3785
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_802_i00023.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_802_i00023.nii.gz,0.229,256,256,3,0.781,0.781,4.4,2.686,int16,LAS,1,1,"[[-0.78, -0.01, -0.05, 89.94], [-0.01, 0.76, -0.99, -154.12], [-0.01, 0.18, 4.29, -320.22], [0.0, 0.0, 0.0, 1.0]]",0.0,2139.76,555.09,504.99,393.22,154619.94,2139.76,0.7084,6.7454,0.003838,0.222842,0.0,55509332.2754,55509332.2754,191736,4872
SP3,T1W,S82021_eT1W_TSE_CLEAR_20260303142846_802_i00018.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT1W_TSE_CLEAR_20260303142846_802_i00018.nii.gz,0.397,256,256,5,0.781,0.781,4.4,2.686,int16,LAS,1,1,"[[-0.78, -0.01, -0.05, 89.94], [-0.01, 0.75, -1.22, -141.16], [-0.01, 0.22, 4.23, -351.12], [0.0, 0.0, 0.0, 1.0]]",0.0,2401.11,617.98,536.3,449.8,202321.97,2401.11,0.7279,6.988,0.002958,0.222493,0.0,61798291.0156,61798291.0156,322491,5189
SP3,T2W,S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00006.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00006.nii.gz,0.571,336,336,5,0.595,0.595,4.4,1.559,int16,LAS,1,1,"[[-0.6, -0.01, -0.04, 92.25], [-0.01, 0.55, 1.61, -128.87], [-0.0, -0.22, 4.09, -403.65], [0.0, 0.0, 0.0, 1.0]]",0.0,2961.3,794.25,717.68,575.16,330811.44,2961.3,0.7242,7.2022,0.015662,0.262345,0.0,79425012.207,79425012.207,544098,20382
SP3,T2W,S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00020.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00020.nii.gz,0.448,336,336,4,0.595,0.595,4.4,1.559,int16,LAS,1,1,"[[-0.6, -0.01, -0.05, 89.08], [-0.01, 0.58, -1.02, -132.17], [-0.01, 0.14, 4.28, -373.67], [0.0, 0.0, 0.0, 1.0]]",0.0,2647.75,756.38,668.91,567.47,322027.81,2647.75,0.7502,7.2972,0.021038,0.305987,0.0,75638354.4922,75638354.4922,422499,29085
SP3,T2W,S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00001.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00001.nii.gz,0.588,336,336,5,0.595,0.595,4.4,1.559,int16,LSP,1,1,"[[-0.59, 0.02, 0.05, 87.99], [-0.02, -0.41, -3.17, 30.05], [0.01, 0.43, -3.06, -517.46], [0.0, 0.0, 0.0, 1.0]]",0.0,3184.27,922.8,905.81,614.53,377650.19,3184.27,0.6659,7.1711,0.012389,0.256547,0.0,92279699.707,92279699.707,552769,11711
SP3,T2W,S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00016.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00016.nii.gz,0.436,336,336,4,0.595,0.595,4.4,1.559,int16,LAS,1,1,"[[-0.6, -0.01, -0.04, 90.94], [-0.01, 0.59, -0.38, -129.65], [-0.01, 0.05, 4.38, -388.29], [0.0, 0.0, 0.0, 1.0]]",0.0,2355.1,735.05,557.42,581.42,338045.5,2355.1,0.791,7.3046,0.024626,0.312042,0.0,73504705.8105,73504705.8105,420283,31301
SP3,T2W,S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00011.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00011.nii.gz,0.563,336,336,5,0.595,0.595,4.4,1.559,int16,LAS,1,1,"[[-0.6, -0.01, -0.04, 90.28], [-0.01, 0.59, 0.72, -127.86], [-0.0, -0.1, 4.34, -395.59], [0.0, 0.0, 0.0, 1.0]]",0.0,2933.43,788.63,613.16,610.54,372758.25,2933.43,0.7742,7.0879,0.017487,0.266152,0.0,78863403.3203,78863403.3203,537572,26908
SP3,T2W,S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00034.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00034.nii.gz,0.303,336,336,3,0.595,0.595,4.4,1.559,int16,LAS,1,1,"[[-0.6, -0.01, -0.05, 89.31], [-0.01, 0.59, -0.68, -160.17], [-0.01, 0.09, 4.35, -286.68], [0.0, 0.0, 0.0, 1.0]]",0.0,2299.36,623.87,494.71,435.77,189899.12,2299.36,0.6985,7.1615,0.012695,0.2862,0.0,62387060.5469,62387060.5469,301536,37152
SP3,T2W,S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00029.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00029.nii.gz,0.528,336,336,5,0.595,0.595,4.763,1.687,int16,LAS,1,1,"[[-0.6, -0.01, -0.05, 90.09], [-0.01, 0.58, -1.07, -153.06], [-0.01, 0.13, 4.64, -325.23], [0.0, 0.0, 0.0, 1.0]]",0.0,2529.3,737.58,689.81,492.56,242618.14,2529.3,0.6678,7.2966,0.017602,0.306222,0.0,73758227.5391,73758227.5391,503839,60641
SP3,T2W,S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00024.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT2W_TSE_DRIVE_HR_20260303142846_602_i00024.nii.gz,0.561,336,336,5,0.595,0.595,4.4,1.559,int16,LAS,1,1,"[[-0.6, -0.01, -0.05, 90.03], [-0.01, 0.57, -1.22, -141.25], [-0.01, 0.16, 4.23, -351.15], [0.0, 0.0, 0.0, 1.0]]",0.0,2689.56,800.05,759.49,550.31,302840.06,2689.56,0.6878,7.3431,0.018645,0.316607,0.0,80005389.4043,80005389.4043,526809,37671
SP3,T2W,S82021_eT2W_TSE_DRIVE_HR_20260303142846_902_i00006.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT2W_TSE_DRIVE_HR_20260303142846_902_i00006.nii.gz,0.622,336,336,5,0.595,0.595,4.4,1.559,int16,LAS,1,1,"[[-0.6, -0.01, -0.04, 92.25], [-0.01, 0.55, 1.61, -128.87], [-0.0, -0.22, 4.09, -403.65], [0.0, 0.0, 0.0, 1.0]]",0.0,2852.35,709.34,675.48,519.02,269378.66,2852.35,0.7317,7.0116,0.002926,0.19875,0.0,70934161.377,70934161.377,552652,11828
SP3,T2W,S82021_eT2W_TSE_DRIVE_HR_20260303142846_902_i00011.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT2W_TSE_DRIVE_HR_20260303142846_902_i00011.nii.gz,0.609,336,336,5,0.595,0.595,4.4,1.559,int16,LAS,1,1,"[[-0.6, -0.01, -0.04, 90.28], [-0.01, 0.59, 0.72, -127.86], [-0.0, -0.1, 4.34, -395.59], [0.0, 0.0, 0.0, 1.0]]",0.0,2884.8,658.94,545.69,528.41,279213.25,2884.8,0.8019,6.8495,0.003732,0.211258,0.0,65893524.1699,65893524.1699,548601,15879
SP3,T2W,S82021_eT2W_TSE_DRIVE_HR_20260303142846_902_i00001.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT2W_TSE_DRIVE_HR_20260303142846_902_i00001.nii.gz,0.624,336,336,5,0.595,0.595,4.4,1.559,int16,LAS,1,1,"[[-0.6, -0.01, -0.05, 93.18], [-0.02, 0.5, 2.35, -139.77], [0.0, -0.32, 3.72, -414.78], [0.0, 0.0, 0.0, 1.0]]",0.0,2867.1,747.57,758.07,502.25,252251.72,2867.1,0.6718,7.0949,0.003803,0.213728,0.0,74757476.8066,74757476.8066,539366,25114
SP3,T2W,S82021_eT2W_TSE_DRIVE_HR_20260303142846_902_i00016.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT2W_TSE_DRIVE_HR_20260303142846_902_i00016.nii.gz,0.472,336,336,4,0.595,0.595,4.4,1.559,int16,LAS,1,1,"[[-0.6, -0.01, -0.04, 90.94], [-0.01, 0.59, -0.38, -129.65], [-0.01, 0.05, 4.38, -388.29], [0.0, 0.0, 0.0, 1.0]]",0.0,1943.85,590.57,489.65,485.53,235735.67,1943.85,0.8221,7.2447,0.005845,0.257468,0.0,59056927.4902,59056927.4902,431661,19923
SP3,T2W,S82021_eT2W_TSE_DRIVE_HR_20260303142846_902_i00020.nii.gz,C:\Users\Adil\Desktop\yugma\training_data_spine\Normal Spine MRI Datasets\SP3\S82021_eT2W_TSE_DRIVE_HR_20260303142846_902_i00020.nii.gz,0.489,336,336,4,0.595,0.595,4.4,1.559,int16,LAS,1,1,"[[-0.6, -0.01, -0.05, 89.08], [-0.01, 0.58, -1.02, -132.17], [-0.01, 0.14, 4.28, -373.67], [0.0, 0.0, 0.0, 1.0]]",0.0,2159.18,617.52,575.19,471.4,222213.47,2159.18,0.7634,7.3253,0.005366,0.26437,0.0,61751898.1934,61751898.1934,431074,20510
